iter	Logloss
248	0.3808468177
249	0.3806867742
250	0.3805717849
251	0.3805014346
252	0.3804924202
253	0.3803386855
254	0.3801670569
255	0.3800419515
256	0.3798939701
257	0.3797635629
258	0.3795612005
259	0.379421869
260	0.3792902968
261	0.3792181481
262	0.3790751845
263	0.3788969199
264	0.3787735316
265	0.3786788017
266	0.3786084373
267	0.3785398742
268	0.3784049261
269	0.3783237095
270	0.3781227701
271	0.3779423685
272	0.3777564581
273	0.3775998373
274	0.3774075667
275	0.377246436
276	0.3770631699
277	0.3769356486
278	0.3768310558
279	0.3766117895
280	0.3765784961
281	0.3764007843
282	0.3762470271
283	0.3760086099
284	0.3759056776
285	0.3757983219
286	0.3756307139
287	0.3755184267
288	0.3753717866
289	0.3751449553
290	0.374933568
291	0.3748211807
292	0.3745479378
293	0.3744617011
294	0.3743443946
295	0.3742372419
296	0.3741753798
297	0.3739944236
298	0.3738325786
299	0.3735691425
300	0.373504336
301	0.3733420244
302	0.3731887517
303	0.3730671336
304	0.3728382051
305	0.3727365242
306	0.3726083792
307	0.3724165135
308	0.3723012371
309	0.3721183823
310	0.3719708964
311	0.371762361
312	0.3716374855
313	0.3715608577
314	0.3714827031
315	0.3713787406
316	0.3712640241
317	0.3712372009
318	0.3710550093
319	0.3708577889
320	0.3707620614
321	0.3707470146
322	0.3706627978
323	0.3706066932
324	0.3704567493
325	0.3703065792
326	0.3700629591
327	0.3698984815
328	0.3697542811
329	0.3696608726
330	0.3694869495
331	0.3693317127
332	0.3692068264
333	0.3690296591
334	0.3689281087
335	0.3688502383
336	0.3688003673
337	0.3686436194
338	0.368566408
339	0.3684768873
340	0.3683134788
341	0.3682894795
342	0.368100792
343	0.3679868588
344	0.3678733308
345	0.3677181577
346	0.3675133675
347	0.3674184008
348	0.3673227784
349	0.3671906718
350	0.3669996453
351	0.366965705
352	0.3668664428
353	0.3667300832
354	0.3666259682
355	0.3664448431
356	0.3663671281
357	0.3662984266
358	0.3662117329
359	0.3660608999
360	0.36598235
361	0.3659441235
362	0.3658162747
363	0.3657311971
364	0.3655771558
365	0.3654489954
366	0.3653348605
367	0.3652581549
368	0.3651940098
369	0.3650460419
370	0.3649324118
371	0.3648473594
372	0.3646834104
373	0.3645445145
374	0.3643723035
375	0.3643201951
376	0.3641569566
377	0.3640068715
378	0.3638485392
379	0.363638229
380	0.3634871204
381	0.3633468892
382	0.3632943171
383	0.3631265344
384	0.362954757
385	0.3628401541
386	0.3627395644
387	0.3626431223
388	0.3625500908
389	0.3624341989
390	0.3623044974
391	0.3621144581
392	0.3619812166
393	0.3618666668
394	0.3617267752
395	0.3616088293
396	0.3615156983
397	0.361411275
398	0.3612908091
399	0.3611724268
400	0.3610462197
401	0.3609224613
402	0.3608505434
403	0.3607451902
404	0.3606554903
405	0.360490896
406	0.3603056398
407	0.3602031761
408	0.3601089974
409	0.3599769706
410	0.3597964508
411	0.3596759728
412	0.3595676684
413	0.3594507573
414	0.3593345709
415	0.3591433167
416	0.3590369932
417	0.3588705639
418	0.3587319246
419	0.3585650266
420	0.358369341
421	0.3582462402
422	0.3580363422
423	0.3579071038
424	0.3577741929
425	0.3576612966
426	0.3575720781
427	0.3575192736
428	0.357411326
429	0.3573479655
430	0.3572602246
431	0.3571847027
432	0.3570021855
433	0.3568389011
434	0.3566754575
435	0.3565570056
436	0.3564147024
437	0.3562450531
438	0.3561727615
439	0.3560227239
440	0.3559454937
441	0.3557941893
442	0.3556153432
443	0.3554727526
444	0.3554033619
445	0.3553268116
446	0.3552671237
447	0.3551299055
448	0.3550008507
449	0.3548900411
450	0.3548393387
451	0.3547191556
452	0.3545648262
453	0.3544622747
454	0.3544518945
455	0.3543336102
456	0.3542192248
457	0.3541354101
458	0.3539967932
459	0.3538505734
460	0.3536956862
461	0.3535824855
462	0.3535182096
463	0.3533903507
464	0.353284592
465	0.3531648062
466	0.3530265841
467	0.3529059248
468	0.3527830865
469	0.3527053534
470	0.3525668889
471	0.3524686243
472	0.3523837535
473	0.352261777
474	0.3521041835
475	0.3519890698
476	0.3519281319
477	0.3517783238
478	0.3516549083
479	0.351586328
480	0.3514817633
481	0.3513271918
482	0.3511718711
483	0.3510899779
484	0.3509882407
485	0.350915794
486	0.3508097025
487	0.3506972066
488	0.3505906525
489	0.3504500231
490	0.3502445795
491	0.3500930138
492	0.3499960869
493	0.3498864501
494	0.3497518002
495	0.3496281907
496	0.3495067769
497	0.3494404412
498	0.3493800921
499	0.349297048
500	0.3491902891
501	0.349125738
502	0.3490452195
503	0.3488788353
504	0.3487477987
505	0.3486369475
506	0.3485732394
507	0.3484178976
508	0.3483532612
509	0.3483391906
510	0.3482320072
511	0.3480811703
512	0.3479576326
513	0.3478246669
514	0.3477142193
515	0.3476474749
516	0.34748784
517	0.3473275262
518	0.3472309513
519	0.3471026577
520	0.3469982362
521	0.3468368034
522	0.3467298845
523	0.3466200747
524	0.3465328312
525	0.3464288813
526	0.3462909304
527	0.3462260638
528	0.3461186499
529	0.3460404993
530	0.3459406006
531	0.3458422468
532	0.3457020171
533	0.3456163026
534	0.3455250313
535	0.3454512843
536	0.3453330036
537	0.3451979385
538	0.3450605145
539	0.3449151326
540	0.3447834487
541	0.3446585667
542	0.3445848948
543	0.3444318487
544	0.3443351333
545	0.3442101867
546	0.3441100277
547	0.3440231816
548	0.3439546274
549	0.3438974052
550	0.3437721787
551	0.3436317925
552	0.3435144675
553	0.3433523757
554	0.3431885399
555	0.3430766772
556	0.3429061717
557	0.3427727476
558	0.3426339935
559	0.3425783551
560	0.3424675563
561	0.3423907356
562	0.3423398189
563	0.3422687514
564	0.3422199339
565	0.3420870973
566	0.3420190345
567	0.3419510871
568	0.3418740209
569	0.3417595222
570	0.3416712996
571	0.3415806816
572	0.3414795128
573	0.3413839027
574	0.3413182998
575	0.3412007562
576	0.3410739859
577	0.3409403618
578	0.3409113752
579	0.3407887837
580	0.340698263
581	0.3405051468
582	0.340406703
583	0.3403311848
584	0.3402553494
585	0.3401330101
586	0.3399287912
587	0.3398329337
588	0.3397149391
589	0.3396390227
590	0.3395136091
591	0.3394333854
592	0.3392689149
593	0.3391650346
594	0.3389818329
595	0.3388197856
596	0.3386742155
597	0.3385286979
598	0.3384189371
599	0.3383057072
600	0.3381700205
601	0.338086184
602	0.3380024515
603	0.337790424
604	0.3376135666
605	0.337487771
606	0.3373436772
607	0.3372465448
608	0.3371407374
609	0.3370128876
610	0.3369001138
611	0.3367940827
612	0.3366753131
613	0.3365272869
614	0.3363960343
615	0.3362771888
616	0.3361633151
617	0.3360471914
618	0.3359010862
619	0.3357496838
620	0.335655688
621	0.3355265982
622	0.3353857457
623	0.3353024183
624	0.3352428447
625	0.3351285357
626	0.3350072086
627	0.3349452553
628	0.334813769
629	0.334690276
630	0.3345892494
631	0.3344899088
632	0.3344000002
633	0.3343115263
634	0.3341547014
635	0.3340456586
636	0.3339119789
637	0.3338050182
638	0.3337257651
639	0.3336585581
640	0.3335695658
641	0.3334405587
642	0.3333179245
643	0.3331706122
644	0.3330620198
645	0.3329725967
646	0.3328481666
647	0.3326604178
648	0.3325751392
649	0.3324843004
650	0.3324291414
651	0.3323313558
652	0.3322005556
653	0.3321103847
654	0.3319849527
655	0.3318679583
656	0.3317163342
657	0.3315991804
658	0.3314299442
659	0.3313647031
660	0.331261253
661	0.3311522353
662	0.331078705
663	0.3309357525
664	0.3308703428
665	0.3308061273
666	0.3307353943
667	0.3305951125
668	0.3305384092
669	0.3304065732
670	0.3302728212
671	0.3302133103
672	0.3301082184
673	0.32997532
674	0.3298790786
675	0.3297645211
676	0.3296581934
677	0.3295576165
678	0.3294806743
679	0.3293667855
680	0.329310326
681	0.3291801258
682	0.3291038591
683	0.3290315741
684	0.3289361662
685	0.3288815157
686	0.3287592147
687	0.3286378095
688	0.3285321282
689	0.3283918425
690	0.3283030045
691	0.3282592341
692	0.3281860671
693	0.3280748336
694	0.3279643929
695	0.3279054108
696	0.3277268736
697	0.3276539431
698	0.3275874828
699	0.3274810559
700	0.3273251135
701	0.3271697119
702	0.3271020263
703	0.3270401694
704	0.326965585
705	0.3268538059
706	0.3267413088
707	0.3266458765
708	0.3265512839
709	0.3263987009
710	0.3262913801
711	0.326198134
712	0.3260558391
713	0.3259676481
714	0.3257962201
715	0.3256582432
716	0.3255122974
717	0.3253912435
718	0.3252766183
719	0.325209762
720	0.3250934884
721	0.3250283039
722	0.3248236689
723	0.3246907004
724	0.3246318347
725	0.3245018587
726	0.3244296093
727	0.3243045002
728	0.3242162196
729	0.3241593622
730	0.3240440139
731	0.3239583949
732	0.3238148276
733	0.3237596336
734	0.3236569663
735	0.3235427902
736	0.3234308174
737	0.3233200692
738	0.3232329207
739	0.3230715507
740	0.3229856497
741	0.3228524325
742	0.3226994957
743	0.3226562685
744	0.3224721859
745	0.3224185232
746	0.3223427089
747	0.3222500357
748	0.3221641123
749	0.3220774913
750	0.3219910249
751	0.3218825345
752	0.3217802637
753	0.3216873464
754	0.3214955186
755	0.3214259195
756	0.321345763
757	0.3212512515
758	0.3211399732
759	0.3210124656
760	0.3209261308
761	0.3208642368
762	0.3208081773
763	0.3207223512
764	0.3206505664
765	0.3205240759
766	0.3203958369
767	0.3202908895
768	0.3201920168
769	0.3200670145
770	0.3199583791
771	0.319888831
772	0.3197801584
773	0.3197032349
774	0.3195502808
775	0.3195347348
776	0.3194762466
777	0.3193960157
778	0.3192845443
779	0.3191324337
780	0.3190707214
781	0.31899254
782	0.3189218286
783	0.3188176227
784	0.3187249777
785	0.318618752
786	0.3185358623
787	0.3184229768
788	0.3182909946
789	0.3181523627
790	0.3180975433
791	0.3180098418
792	0.3179175601
793	0.3177868176
794	0.3177667501
795	0.3176544362
796	0.3175334202
797	0.3174339355
798	0.3173452651
799	0.3172953741
800	0.317248171
801	0.3171526565
802	0.3170943408
803	0.3170329367
804	0.31692483
805	0.3168643695
806	0.3167912027
807	0.3167495397
808	0.316655582
809	0.3164840709
810	0.3163466352
811	0.3162441879
812	0.3161384374
813	0.3161183318
814	0.3160730405
815	0.3159794155
816	0.3158622104
817	0.3158129304
818	0.3156972357
819	0.3155597944
820	0.315486471
821	0.3154113483
822	0.3153229807
823	0.3152529338
824	0.3152042351
825	0.3151262929
826	0.3150313619
827	0.3149760789
828	0.3149104578
829	0.3148193892
830	0.3146978928
831	0.3146266112
832	0.3144963675
833	0.3143795381
834	0.3142874973
835	0.3141876796
836	0.3140939659
837	0.3139910614
838	0.3139258764
839	0.313827301
840	0.3137226988
841	0.3136588243
842	0.3135968283
843	0.3134898193
844	0.313379365
845	0.3132847262
846	0.3132000684
847	0.313055329
848	0.3129661435
849	0.3129151842
850	0.312857169
851	0.3127813467
852	0.3127196044
853	0.3126403235
854	0.3125494349
855	0.3124756666
856	0.3124097532
857	0.3123211804
858	0.3122346705
859	0.3121318562
860	0.3120853803
861	0.3120055594
862	0.3118724618
863	0.3117293695
864	0.3116718987
865	0.3115587988
866	0.3113997739
867	0.3112674907
868	0.3111381778
869	0.3110447141
870	0.3109780099
871	0.3108536089
872	0.3107568379
873	0.3106910443
874	0.310631253
875	0.3105280264
876	0.3104495174
877	0.3103503272
878	0.3102726823
879	0.3101422685
880	0.3100346106
881	0.3099671841
882	0.3099306177
883	0.309855312
884	0.3097772648
885	0.3097090232
886	0.309675894
887	0.3096096645
888	0.309546291
889	0.309463816
890	0.3093748274
891	0.3093121368
892	0.3092173852
893	0.309161916
894	0.3091069929
895	0.3090337118
896	0.3089390773
897	0.3088451214
898	0.3087852721
899	0.3087328336
900	0.3086485462
901	0.3086117133
902	0.308532953
903	0.3084898879
904	0.3083901268
905	0.3082912652
906	0.3082545404
907	0.3082052942
908	0.3080143881
909	0.3079115112
910	0.3078260284
911	0.3077561985
912	0.3076577818
913	0.307591859
914	0.307487808
915	0.3073975137
916	0.3072924818
917	0.3071756081
918	0.3070861214
919	0.3069610426
920	0.3068536164
921	0.3067639397
922	0.3066835946
923	0.3066578158
924	0.3065935867
925	0.3064731897
926	0.3064298844
927	0.3063356035
928	0.3062051533
929	0.3061150469
930	0.3060706871
931	0.3060167583
932	0.3059505426
933	0.3058651514
934	0.3057564688
935	0.3056686472
936	0.3056239236
937	0.3055737629
938	0.3055125986
939	0.3054144687
940	0.3053351284
941	0.3052555974
942	0.3051461475
943	0.3050851831
944	0.304969324
945	0.3048442373
946	0.3047218503
947	0.3046461368
948	0.3045612937
949	0.3044747428
950	0.3043815834
951	0.3042843772
952	0.3042121544
953	0.3041246243
954	0.3040118611
955	0.3039000989
956	0.3038376345
957	0.3037731972
958	0.3037011475
959	0.3035855119
960	0.3035185733
961	0.3034402053
962	0.303370136
963	0.3032632191
964	0.3031934926
965	0.3031550544
966	0.3030387617
967	0.3029776958
968	0.3029220876
969	0.3028611029
970	0.3027678764
971	0.3026868643
972	0.3026075999
973	0.3025678845
974	0.3025153489
975	0.302377411
976	0.3022872791
977	0.3021810152
978	0.3020814217
979	0.3020224403
980	0.3019370441
981	0.3018689979
982	0.3017536149
983	0.3016752278
984	0.3015929537
985	0.3014777029
986	0.301374822
987	0.3012745062
988	0.3011872624
989	0.301147496
990	0.3010878707
991	0.3010313667
992	0.3009426869
993	0.3008719318
994	0.3008218464
995	0.3006506598
996	0.3005840636
997	0.3004825418
998	0.3004532983
999	0.3003672765
